epoch,loss,td_loss,bc_loss
41,0.15850121089906405,0.0004720501827471184,0.0034382469726331306
42,0.15333894400885612,0.0003002094951542941,0.003557438561410615
43,0.14832341892249656,0.0005280477531028516,0.0032366145740855825
44,0.14353842717228513,0.0004067381223042806,0.0027174619111147796
45,0.1387184732339599,0.000306729001529289,0.0033389958468350496
46,0.13336421779610894,0.00031447092240506955,0.0031185590859615442
47,0.1288956117900935,0.0003911383224256111,0.0032679633660749954
48,0.12398010659398455,0.0003137801406961499,0.002758076154824459
49,0.11926714782461975,0.00030806312958399454,0.0035693869446263168
50,0.1145006150007248,0.00024136203256520358,0.0029551650538589013
51,0.10979639418197401,0.0005233955202680646,0.002935835448178378
52,0.10498915292096861,0.00024025406349789013,0.002841465039686723
53,0.10046716052474397,0.0003245878174449458,0.0036510933529246936
54,0.09515104307369752,0.0004000687237941858,0.003223355249925093
55,0.0902497127200618,0.00034024566411972046,0.002997718977205681
56,0.08537252683079603,0.0004160194234414534,0.0032672882080078125
57,0.08032085821032524,0.00019176119204723473,0.003174463546637333
58,0.07495192510612084,0.0004423800291437091,0.003262748862757827
59,0.06984818889336153,0.0002682286455775752,0.003426790237426758
60,0.06717333190820433,0.00045524185354059394,0.0036974693789626613
61,0.06636528851407947,0.00018532221967523747,0.0034737691734776353
62,0.06518296538428826,0.0003675794962680701,0.0035603122277693315
63,0.06423190861488834,0.0002993272561015505,0.0032318277792497117
64,0.06348906881881483,0.00034472000869837673,0.003636226870796897
65,0.06276777745647864,0.00037204925761078346,0.003337358705925219
66,0.06177783482002489,0.00035011068438038683,0.0033325841932585745
67,0.060855092898462755,0.0002646884909181884,0.0033531640515182958
68,0.06043865752942634,0.0002380669116973877,0.003542150511886134
69,0.0597957482843688,0.00016249612425312852,0.0036474542184309526
70,0.05941964843959519,0.0003306210492596482,0.0034789262395916562
71,0.05886003092834444,0.00018603378398851915,0.00325253118168224
72,0.058283826584617296,0.0001650925274148132,0.0032689936233289314
73,0.05793931136528651,0.0003352333198894154,0.003942228808547511
74,0.0575526822584145,0.0003204819153655659,0.003368077856121641
75,0.05703858634964986,0.00022531415928493846,0.003601674238840739
76,0.0564841767829476,0.0003043776660254507,0.0038404659791426224
77,0.05623313815078952,0.0003005491964744799,0.0033331791559855144
78,0.05569489638913761,0.00034835796916123595,0.003377780408570261
79,0.05542810449771809,0.00019644401741750311,0.0035948811155377012
80,0.05531977402667205,0.00025626563213088294,0.0037804953979723383
81,0.0547184963456609,0.0003436052663759752,0.00407388246420658
82,0.05435400722604809,0.00022200023134549458,0.00363108136437156
83,0.0540859150728493,0.00034831062410817004,0.0036106799588058935
84,0.05382611101323908,0.00019717060706832192,0.0032190590193777375
85,0.05340785237424302,0.00019251026890494607,0.0033067793557138153
86,0.053455215986027864,0.00025246229135628904,0.0033161011609164153
87,0.05296088459365296,0.0002951438002514117,0.003561822934584184
88,0.05298812560962908,0.00014341413748986793,0.0033735058524391867
89,0.05247844219433539,0.00011706740567178437,0.003328564311518814
90,0.05231469874129151,0.00015384256839752198,0.004136837973739161
91,0.05200772807002067,0.0003175968699383013,0.004120612505710487
92,0.051753680351557155,0.00013077885589816353,0.0035610896168333113
93,0.051892960500536545,0.0002888511301893176,0.0034261707103613653
94,0.05184115180463502,0.0002887823816501733,0.004035610502416438
95,0.05116595431710735,0.0003253394004070398,0.0037003127011385833
96,0.05109131293314876,0.0002320034485874754,0.0036222804676402697
97,0.05075306641784581,0.0001390076835047115,0.0036470456556840377
98,0.05080343500682802,0.00013396774954868085,0.0037036823503898853
99,0.050582737464344864,0.0001729581392172611,0.0036553155292164195
100,0.05046334807394129,0.00020771466872908853,0.0032671773072445033
101,0.05025130972040422,0.0002490394268975113,0.003355224927266439
102,0.05007152350788767,0.0001237370976895997,0.0034148461890943123
103,0.049897028280026984,0.0002429510382088748,0.003260095552964644
104,0.049797590347853575,0.0002113241363655437,0.0035257310578317353
105,0.05010644462749814,0.00028859085657379846,0.0031671437350186435
106,0.049452703908988926,0.0002221808966362115,0.0030925198034806685
107,0.04939039908349514,0.00014353387735106728,0.0031064044345508923
108,0.049671303221222124,0.00026557310061021283,0.0029742054867021965
109,0.04937295537780632,0.0001276888291944157,0.0031757275263468426
110,0.04904841515376712,0.0003537222065708854,0.003800877657803622
111,0.04904677008814884,7.763488613294833e-05,0.003294349077976111
112,0.0493552085689523,0.0002661187991951451,0.004081061392119436
113,0.048798321492292664,0.00017710886895656587,0.002899421164483735
114,0.04857403582921534,0.0003233385131214604,0.0036214915188876066
115,0.048765204869436495,0.00025205521872549344,0.003735744591915246
116,0.04843833737752654,0.0001130799339576201,0.0038490252061323684
117,0.0485574143176729,0.00014658245173367586,0.003123384533506451
118,0.048335503764224776,0.00019845422921758708,0.0037512295173876215
119,0.04848418485260371,0.0002812933966968999,0.0031104835596951572
120,0.048242073077144045,0.00014807479173848125,0.0032478458953626227
121,0.04793160882863132,0.0003024162668170351,0.0034830935073621345
122,0.048038935808069776,0.00025157524329243283,0.0034987623041326348
123,0.04806531009574731,0.00026658676338918284,0.0032379078142570727
124,0.04800631867891008,0.0002611575930407553,0.0033699801473906547
125,0.047790487573453874,0.0002062069195689577,0.0033094640934106076
126,0.04755237144276951,0.00020607630863334194,0.0035976865074851296
127,0.047679533459471936,0.0003191207168680249,0.003176761396003492
128,0.04785782866405718,0.0001788428109703642,0.0032448035297971784
129,0.04749260593318578,0.00018744510457371222,0.002917446331544356
130,0.04720688480319399,0.00018784600225361912,0.0034237926656549627
131,0.04746540475523833,0.0002904382393215642,0.0031156666351087165
132,0.04749731749973514,0.00018836047613259518,0.003027049700419108
133,0.04703985444749847,0.0003116567929585775,0.0032552961147192753
134,0.04713041140048793,0.0002651886958064455,0.003498858032804547
135,0.046865804154764525,0.0001586335287852721,0.0031632156083078095
136,0.04707345194888837,0.00028062756314422145,0.003213843432339755
137,0.046974553404883906,0.00011687050714637294,0.0037349462509155273
138,0.046894873588374165,0.00013686162278507696,0.002977293368541833
139,0.046616282720457425,0.0001682344711188114,0.003017392483624545
140,0.046945371907768825,0.00023216858054652358,0.0037044673254995634
141,0.04648957063980175,0.00017211396585811267,0.003141277125387481
142,0.0464123318141157,0.0001723601059480147,0.0033048026489489006
143,0.04680074104531245,0.0001619322056120092,0.0034697976979342375
144,0.04647452300696662,0.0002302634445103732,0.003586371017224861
145,0.046470889155611844,0.0003041768390120882,0.003271186351776123
146,0.046489495174451306,0.0002728080659201651,0.003023224707805749
147,0.04645312156415347,0.00028593246683929907,0.0030093530813852945
148,0.04635467866830754,0.000240656959288048,0.0030646353056936553
149,0.0463633690480933,0.00028864041422352647,0.003181651144316702
150,0.046078608896244655,0.00020866994604919897,0.003570584456125895
151,0.0460376190868291,9.117005675128012e-05,0.0027283560145985
152,0.046152259973865566,0.0003421511162411083,0.0035360423001376067
153,0.04614571327287139,0.00012951122991966478,0.0035134156545003257
154,0.04600603118764632,0.00014016591012477875,0.0036799643978928077
155,0.04585540021459262,0.00010166300291364843,0.0031889850443059748
156,0.04584504507030501,0.0003441251588590217,0.0032332535946007933
157,0.04607544509750424,0.00020219218550306377,0.0032994021068919787
158,0.04566197557882829,0.0002829222290804892,0.0031021826194994376
159,0.045792660094571835,0.00012883347543803127,0.0036587126327283456
160,0.045547960563139485,0.00014634324294148069,0.0028464413050449254
161,0.045432622798464516,9.70189544287595e-05,0.0027744193871816
162,0.04544880620457909,0.00015453601425344295,0.0031987934401541047
163,0.045478116156476914,0.00040136462811267735,0.0030590805140408603
164,0.04553640509645144,0.0001342995713154475,0.0032187866442131272
165,0.045162661836454364,0.0002473201264034618,0.0034885218649199513
166,0.04544291621582074,0.00011962706392461603,0.00295599897702535
167,0.045201142369346185,8.12726490425341e-05,0.0030673962650877057
168,0.04534648538313129,0.0001819059139851368,0.0037990212440490723
169,0.04521309937717337,0.00028603216915419605,0.0034309795408537895
170,0.04497674492498239,0.0003098903731866316,0.0034066951636112096
171,0.04546472574725296,0.00012929153939088186,0.00318928523497148
172,0.04516144704186555,0.0001781784449562882,0.0033336097543889827
173,0.04502853974699974,0.00019428684855952408,0.0026812060312791305
174,0.04507010137718735,0.0001348359115195997,0.0029982662562168007
175,0.0450706144738378,9.536464331728039e-05,0.002656110669627334
176,0.04469249710214861,0.0001842250991048235,0.003079648090131355
177,0.04514245719394901,0.00012418293591701622,0.002927482308763446
178,0.04485509007266073,0.00016502600276108943,0.0034140973380117705
179,0.04480163439205199,0.0001245192957646919,0.0029723104202386105
180,0.04480365644575972,0.0002501479152477149,0.002901039520899455
181,0.04474813828639912,0.00023677577123497472,0.0030625505880876023
182,0.04479588221645717,0.00023556234258593936,0.0028253138065338136
183,0.04457886486568234,0.00027749267491427335,0.002777658086834532
184,0.044565980712121187,0.00019275257081696482,0.0036562276609016188
185,0.04452812104965701,0.0001848010289849657,0.003032981626915209
186,0.04422735407045393,0.00015558328366640841,0.00301342046622074
187,0.04460379956572345,0.00018138429432204274,0.003294862400401722
188,0.044587391885844145,0.0002213171034148245,0.003702963843490138
189,0.04416483312167905,0.00011197081343694167,0.002842809214736476
190,0.04442055659989516,0.00013158355246890675,0.0033366831866177647
191,0.044116885057001405,0.00019486336545510726,0.0028967302857023296
192,0.0441850218583237,0.00019271595008445508,0.0033813736655495382
193,0.044298210006320116,0.00019867505991097653,0.0027383199243834525
194,0.04405232635185574,0.0001511604158264218,0.0030278866941278633
195,0.04407633926832315,0.00013178235879450135,0.0029745764804608894
196,0.04381657773346612,0.000171586735682054,0.0032494494409272164
197,0.04382030869072134,0.0002143174409866333,0.0030898542115182586
198,0.04385807883333076,0.00028667587674025333,0.0032500375400890003
199,0.043900610991951194,0.00017296385132905208,0.0030255686153065073
200,0.043819961155002765,0.0002032490616494959,0.0034391392361034045
201,0.043653364942380875,0.00017754451343507478,0.0033962426763592345
202,0.04381070237493876,0.0002311512150547721,0.0029069546497229376
203,0.04374891985772234,0.00015924989499829033,0.002908053362008297
204,0.04354769577356902,0.00010800746579964955,0.003265830964753122
205,0.0435764342546463,0.00018406610823038853,0.002830155148650661
206,0.043379150568084286,0.0001362549536155932,0.0034567565628976535
207,0.04364044829977281,0.00012465200640938498,0.0032719193082867246
208,0.04367057686728058,0.00019549052372123255,0.0034179976492217093
209,0.043540957310434544,0.0003367379307746887,0.0035044637593356046
210,0.04312287284569307,0.00024385644179401975,0.003370376427968343
211,0.04326318728201317,0.00013305024441444513,0.0035022746432911266
212,0.043167698281732475,0.00028178924412438364,0.0029363525636268385
213,0.04315088788668315,0.00019816117304744142,0.0030704386306531503
214,0.0432282670880809,0.00012116014505877639,0.002655143810041023
215,0.04275189056766756,0.0001243466567812544,0.0027447290492780283
216,0.04328741995674191,0.0002160926434126767,0.0030756679448214444
217,0.043200881113157126,9.528698794769518e-05,0.0032275008432792896
218,0.042925891212441704,0.0001893499471021421,0.003267969507159609
219,0.043349382484501056,8.79846682602709e-05,0.0019369614846778639
220,0.04296809864992445,0.0002824956720525568,0.002696423277710423
221,0.0426831286287669,0.00010909832110910704,0.0029614090919494627
222,0.04288866719739003,9.513962449449481e-05,0.0027731461958451706
223,0.04283926582923441,0.00011538904950474248,0.003354075460722952
224,0.042748649316755205,0.00022168949697956895,0.0027062757448716598
225,0.0425643703251174,0.00012970036177924185,0.0028593747904806428
226,0.04269328739381198,0.00018130382805159597,0.0025942354491262725
227,0.04245598487781756,0.0002084558660333807,0.003137656052907308
228,0.04241653821910873,0.00011415963597369916,0.002376699989492243
229,0.04263788250585397,0.00013261849455761186,0.002929094343474417
230,0.042214925835529965,0.00013523069069241032,0.0031659574219674775
231,0.04233528376754486,0.00017862403483101817,0.0029482536243669913
232,0.042350292047767926,0.0002913726550160032,0.0028458875237089214
233,0.04227306273850528,0.0002200048981290875,0.0031694603688789138
234,0.04245253418656913,0.0001272452600074537,0.002647321874445135
235,0.04275948132077853,0.00014738877388564023,0.0027438142082907937
236,0.04243177126980189,0.00010336383499882438,0.002904762282516017
237,0.042025508596138524,0.00012289024889469146,0.003160112915617047
238,0.042269750639344704,0.00014826305436365533,0.0031505487181923606
239,0.04217050978631684,0.00015674715466571578,0.002991921070850257
240,0.04181848810703465,0.00012221062047915025,0.003164539553902366
241,0.04199482153988246,0.00015073993215055176,0.0031446940971143317
242,0.041835084444645676,0.00024602855696822655,0.0028351512822237883
243,0.04202199258813352,0.0002562994532512896,0.0031403646324620104
244,0.04190522650200309,0.00015747199455897013,0.002331801436164162
245,0.04185019326255177,0.00022604330019517378,0.0028885091796065823
246,0.04189316115596078,0.00021369902021957165,0.0028729144370917116
247,0.042080142856998876,0.0002885258784799865,0.0033447659376895787
248,0.04163212995185996,0.00014218168728279346,0.0029302707224181206
249,0.04181594403855728,0.00011285184459252791,0.0025135587562214244
250,0.04197970117357644,9.323519400574944e-05,0.003049874666965369
