epoch,mean_q_value,mean_expected_return
132,113.18458062229735,102.77951981082107
133,113.35301500378232,102.8840923309326
134,113.3511860442884,102.92937654437442
135,113.56673641638322,102.92858145453714
136,113.53491588072345,103.03432627157731
137,113.81230946743126,103.16054687355505
138,113.69849436210863,103.27785596703039
139,113.99309454542217,103.3714270591736
140,113.9933051846244,103.38287443825693
141,114.21584609783058,103.53733680465005
142,113.8950570785638,103.48581552505493
143,114.36280965805055,103.6815306634614
144,114.31990251396643,103.71199607849123
145,114.45992281942657,103.78138643322569
146,114.43596630385429,103.82616209261346
147,114.58545471682693,103.94238648992595
148,114.62649320111132,103.9748765483047
149,114.59894989476061,104.01806004119642
150,114.70643332510284,104.07542817520373
151,114.80718367027514,104.10235433867483
152,114.6028457627152,104.03574025992191
153,114.6629107359684,104.07257921767959
154,114.88014788338631,104.10725470745201
155,114.92033878962198,104.19657031695048
156,114.89936424024177,104.2153171337012
157,115.00980120716673,104.30337952845024
158,115.04655653780156,104.36187393737562
159,115.28966173981175,104.48594140283988
160,115.15968326366308,104.45425813848321
161,115.08344874237524,104.4192866484324
162,115.05882190935539,104.43957567214966
163,114.95838208632037,104.42020405422558
164,115.08093656915608,104.37945040789518
165,114.96041550780787,104.34366482676882
166,114.98832417256904,104.38254992167155
167,115.19836808695938,104.38188285538645
168,115.12332995732626,104.42541353630297
169,115.25237813140407,104.50142817063765
170,114.97043306177312,104.43052053451538
171,115.25075793266298,104.43275292714438
172,115.04402529109608,104.43125807877742
173,114.95767116546631,104.29851806525028
174,115.03321308078188,104.36829595854789
175,115.22282585953221,104.41519892576969
176,114.93138826254643,104.31446772633177
177,115.10108073552449,104.37690637328407
178,114.93799885114034,104.30366494438866
179,115.13525467930418,104.35321966807048
180,114.9524773612167,104.3515397201885
181,114.86698114510739,104.25714207418038
182,114.89758542089751,104.15355498140508
183,114.70614050373887,104.099628275091
184,114.56209356134588,103.9811877409617
185,114.59712422255315,103.97862969022809
186,114.69669887513825,103.98563182715215
187,114.3684127475276,103.85316523638639
188,114.47678818847193,103.84363467043096
189,114.33846600127944,103.7445107012084
190,114.25191369923678,103.7136322440523
191,114.31673302794947,103.65918603810398
192,114.15289886070022,103.57849406473565
193,114.24095749855042,103.59557617794384
194,114.26815816850373,103.5945381901481
195,113.82479869958127,103.4553994554462
196,113.90907847520077,103.36541334788005
197,113.74254526513997,103.23873996734618
198,113.77478552587104,103.15061637849519
199,113.47322673508616,103.02432811621465
200,113.51728106990005,102.91319175200029
201,113.31167235518946,102.874110250762
202,113.32549673138243,102.85721392342539
203,113.2942795753479,102.76310675071947
204,113.03522359241138,102.68226367054562
205,113.023955858115,102.52220829327901
206,112.90615681445959,102.50192523002623
207,112.72249196514939,102.28590018821487
208,112.76924938866586,102.29545098362547
209,112.53823869156115,102.12308786132118
210,112.32562621434529,102.02265035022388
211,112.48070821617588,101.93105419476827
212,112.24575714631516,101.83418974731909
213,112.3132836818695,101.83003002947027
214,112.02756260380599,101.69085289492752
215,112.07833156441198,101.67130629221599
216,111.76108645670342,101.53738867152822
217,111.64387034647392,101.31143598845512
218,111.49912718570593,101.22889937776507
219,111.62255919340885,101.16288672793996
220,111.4456661903497,101.1299723928625
221,111.34591507189202,101.02955467773207
222,111.33739326939438,100.95589330702117
223,111.10841863083117,100.81548286206794
224,111.03049816507283,100.80292376604947
225,110.8800340421272,100.62692338770086
226,110.67082907214309,100.4626295783303
227,110.74874910441312,100.42839310385965
228,110.59538848472363,100.31238848512822
229,110.47413215492712,100.23587971022634
230,110.27072335734512,100.03713398268728
231,110.08834437890486,99.88143552433361
232,110.19023808566007,99.85118707021078
233,110.17815181703278,99.88962028965805
234,110.0854993950237,99.79534633231886
235,110.0779201406421,99.82043504714966
236,109.90795702645273,99.7252041643316
237,109.77511120565009,99.56454652728456
238,109.67044414895955,99.51887466690758
239,109.6054598418149,99.38674493269487
240,109.46714296485438,99.30301200259815
241,109.35567100842793,99.1761927171187
242,109.51643206856467,99.30081981601137
243,109.24560716657928,99.08006689765236
244,109.14718570131244,99.0053593751156
245,109.25577488812533,99.05738436814511
246,108.99813446131618,98.96401340311223
247,109.07226071213232,98.85068900657423
248,108.9780293450211,98.83737936164394
249,108.57392838506988,98.64141601504701
250,108.55243209636573,98.46559047698975
